"","fecha","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"2020.853","2020-11-08",3.95823404860308,2.44132958123497,5.47513851597118,1.63832886182585,6.27813923538031
"2020.857","2020-11-09",3.92725281851523,2.40612264625751,5.44838299077294,1.60088497380397,6.25362066322649
"2020.861","2020-11-11",3.96873691949868,2.44339083649503,5.49408300250234,1.63592139570354,6.30155244329382
"2020.865","2020-11-12",4.0281610155101,2.49860873405058,5.55771329696963,1.68891266629694,6.36740936472326
"2020.869","2020-11-14",4.07361220546958,2.5398633570737,5.60736105386546,1.72794576097637,6.41927864996279
"2020.873","2020-11-15",4.11023249731829,2.57229663379821,5.64816836083838,1.7581625657811,6.46230242885549
"2020.877","2020-11-16",4.06045067309443,2.51833726759868,5.60256407859019,1.7019917424437,6.41890960374517
"2020.881","2020-11-18",4.03278203516356,2.48650048320183,5.57906358712529,1.66794847459138,6.39761559573574
"2020.885","2020-11-19",4.05349838313519,2.50305800358459,5.6039387626858,1.68230444463421,6.42469232163617
"2020.889","2020-11-21",4.02550578896368,2.47091582505686,5.58009575287051,1.64796560883836,6.403045969089
"2020.893","2020-11-22",3.95041419053963,2.39168381083526,5.509144570244,1.56654179089043,6.33428659018883
"2020.897","2020-11-24",4.00763877343365,2.4447770727696,5.5705004740977,1.61744806361477,6.39782948325253
"2020.901","2020-11-25",4.08067565612102,2.51369165655063,5.64765965569141,1.68418043417234,6.47717087806971
"2020.905","2020-11-27",4.00172861894082,2.43063127065269,5.57282596722895,1.59894257299459,6.40451466488706
"2020.909","2020-11-28",4.08129052483428,2.50608870705591,5.65649234261264,1.67222723449711,6.49035381517144
"2020.913","2020-11-30",4.10262305937281,2.52332558125848,5.68192053748714,1.68729599708357,6.51795012166206
"2020.917","2020-12-01",4.04022432012322,2.45683992162643,5.62360871862001,1.61864685248731,6.46180178775913
"2020.921","2020-12-03",4.01589307381237,2.42843042654321,5.60335572108154,1.58807846291298,6.44370768471177
"2020.925","2020-12-04",4.05162660321455,2.46009431128233,5.64315889514678,1.61758800790132,6.48566519852779
"2020.929","2020-12-06",4.07610368964074,2.48051029048216,5.67169708879931,1.63585416679639,6.51635321248509
"2020.933","2020-12-07",4.03279438716244,2.43314835235574,5.63244042196914,1.58634689294781,6.47924188137707
"2020.937","2020-12-08",4.05258836567605,2.44889810174124,5.65627862961085,1.59995575675403,6.50522097459807
"2020.940","2020-12-10",4.06695676559125,2.45923061477694,5.67468291640557,1.6081518003301,6.52576173085241
"2020.944","2020-12-11",4.03945872532613,2.42770496638307,5.6512124842692,1.57449406498253,6.50442338566974
"2020.948","2020-12-12",4.02004389361824,2.40427074255999,5.63581704467649,1.54893210350062,6.49115568373587
"2020.952","2020-12-14",4.06706845999901,2.44728407084995,5.68685284914806,1.58982201061151,6.5443149093865
"2020.956","2020-12-15",3.98237647684012,2.35858894237107,5.60616401130917,1.49900774500764,6.4657452086726
"2020.960","2020-12-17",3.93685775626348,2.30907510871515,5.5646404038118,1.44737902623813,6.42633648628883
"2020.964","2020-12-18",3.96455857797025,2.33278878976492,5.59632836617557,1.46898204251973,6.46013511342077
